8300
# tracer: nop
#
# entries-in-buffer/entries-written: 13548/13548   #P:8
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
       rcu_sched-7     [000] d... 577876.928744: sched_wakeup: comm=rcuos/2 pid=10 prio=120 success=1 target_cpu=002
          <idle>-0     [000] dNs. 577876.931735: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577876.931738: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/6-14    [000] d... 577876.934757: sched_wakeup: comm=rcuos/7 pid=15 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 577876.946756: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=003
       rcu_sched-7     [000] d... 577876.946757: sched_wakeup: comm=rcuos/6 pid=14 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 577876.946759: sched_wakeup: comm=rcuos/4 pid=12 prio=120 success=1 target_cpu=004
          <idle>-0     [000] dNs. 577876.949747: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577876.949749: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/0-8     [000] d... 577876.958771: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=004
       rcu_sched-7     [000] d... 577876.964765: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 577876.964766: sched_wakeup: comm=rcuos/4 pid=12 prio=120 success=1 target_cpu=002
          <idle>-0     [000] dNs. 577877.107841: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577877.107844: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 577877.123862: sched_wakeup: comm=rcuos/2 pid=10 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNh. 577877.168688: sched_wakeup: comm=gmain pid=20788 prio=120 success=1 target_cpu=000
       rcu_sched-7     [000] d... 577877.322981: sched_wakeup: comm=rcuos/2 pid=10 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577877.325975: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577877.325979: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNh. 577877.475725: sched_wakeup: comm=goa-daemon pid=1835 prio=120 success=1 target_cpu=000
      goa-daemon-1835  [000] .... 577877.475747: sys_futex(uaddr: 17c1850, op: 1, val: 1, utime: 0, uaddr2: 31ef25a2b5cb19, val3: 17c1d10)
      goa-daemon-1835  [000] d... 577877.475752: sched_wakeup: comm=pool pid=1839 prio=120 success=1 target_cpu=002
      goa-daemon-1835  [000] .... 577877.475752: sys_futex -> 0x1
          <idle>-0     [000] dNs. 577877.481067: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577877.481070: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577877.625154: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577877.625156: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNh. 577877.664720: sched_wakeup: comm=gnome-software pid=20904 prio=120 success=1 target_cpu=000
           <...>-20904 [000] d... 577877.664818: sched_wakeup: comm=mission-control pid=1845 prio=120 success=1 target_cpu=005
           <...>-20904 [000] d... 577877.664827: sched_wakeup: comm=mission-control pid=1845 prio=120 success=1 target_cpu=005
          <idle>-0     [000] dNs. 577877.705204: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577877.705207: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577878.125455: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577878.125459: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577878.175485: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577878.175487: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577878.339583: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577878.339586: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577878.545708: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577878.545711: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577878.626758: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577878.626760: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNh. 577878.733992: sched_wakeup: comm=tmut pid=8300 prio=120 success=1 target_cpu=000
           <...>-8300  [000] .... 577878.733998: sys_nanosleep -> 0x0
           <...>-8300  [000] .... 577878.734006: sys_futex(uaddr: 7f79017439d0, op: 0, val: 208e, utime: 0, uaddr2: 0, val3: 7f7901743700)
          <idle>-0     [000] dNs. 577879.128061: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577879.128065: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577879.264141: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577879.264144: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/2-10    [000] d... 577879.464987: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=005
          <idle>-0     [000] dNs. 577879.470265: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577879.470268: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577879.628360: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577879.628363: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNh. 577879.734663: sched_wakeup: comm=tmut pid=8334 prio=120 success=1 target_cpu=000
           <...>-8334  [000] .... 577879.734669: sys_nanosleep -> 0x0
           <...>-8334  [000] d... 577879.734680: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
           <...>-8334  [000] .... 577879.734683: sys_futex(uaddr: 6010c0, op: 81, val: 1, utime: 0, uaddr2: 0, val3: 7f7901743700)
           <...>-8334  [000] .... 577879.734684: sys_futex -> 0x0
           <...>-8334  [000] dN.. 577879.734700: sched_wakeup: comm=tmut pid=8300 prio=120 success=1 target_cpu=000
           <...>-8300  [000] .... 577879.734702: sys_futex -> 0x0
           <...>-8300  [000] .... 577879.734754: sched_process_exit: comm=tmut pid=8300 prio=120
           <...>-8334  [000] .... 577879.734899: sched_process_exit: comm=tmut pid=8334 prio=120
           <...>-8334  [000] d... 577879.734907: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
           <...>-8334  [000] d... 577879.734925: sched_wakeup: comm=bash pid=28818 prio=120 success=1 target_cpu=004
     kworker/0:1-1492  [000] d... 577879.734932: sched_wakeup: comm=tmux pid=2397 prio=120 success=1 target_cpu=003
          <idle>-0     [000] dNs. 577879.746434: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577879.746437: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577879.764443: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577879.764445: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577879.846493: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
         rcuos/2-10    [000] d... 577879.987594: sched_wakeup: comm=rcuos/3 pid=11 prio=120 success=1 target_cpu=001
         rcuos/2-10    [000] d... 577880.115441: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=005
          <idle>-0     [000] dNs. 577880.120656: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577880.120659: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577880.132665: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577880.132667: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577880.630964: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577880.630969: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
           <...>-8412  [000] d... 577880.687840: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
           <...>-8412  [000] dN.. 577880.687946: sched_wakeup: comm=migration/0 pid=25 prio=0 success=1 target_cpu=000
          <idle>-0     [000] dN.. 577880.718042: sched_wakeup: comm=rcuos/6 pid=14 prio=120 success=1 target_cpu=000
       rcu_sched-7     [000] d... 577880.723030: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=002
          <idle>-0     [000] dNs. 577880.726022: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577880.726025: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/6-14    [000] d... 577880.729044: sched_wakeup: comm=rcuos/7 pid=15 prio=120 success=1 target_cpu=001
         rcuos/5-13    [000] d.s. 577880.735058: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 577880.766057: sched_wakeup: comm=rcuos/2 pid=10 prio=120 success=1 target_cpu=002
          <idle>-0     [000] dNh. 577880.773051: sched_wakeup: comm=watchdog/0 pid=26 prio=0 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577881.128265: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577881.128270: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNh. 577881.171133: sched_wakeup: comm=gmain pid=20788 prio=120 success=1 target_cpu=000
       rcu_sched-7     [000] d... 577881.632582: sched_wakeup: comm=rcuos/2 pid=10 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577881.635571: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577881.635576: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577881.859704: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577881.859707: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dN.. 577881.920462: sched_wakeup: comm=rcuos/6 pid=14 prio=120 success=1 target_cpu=000
           <...>-8414  [000] .... 577881.924362: sched_process_exit: comm=sh pid=8414 prio=120
           <...>-8417  [000] .... 577881.927643: sched_process_exit: comm=sh pid=8417 prio=120
          <idle>-0     [000] dNs. 577881.936756: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577881.936758: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/4-12    [000] d... 577881.942780: sched_wakeup: comm=rcuos/5 pid=13 prio=120 success=1 target_cpu=003
         rcuos/2-10    [000] d... 577881.948778: sched_wakeup: comm=rcuos/3 pid=11 prio=120 success=1 target_cpu=002
          <idle>-0     [000] dNs. 577881.954762: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577881.954764: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/2-10    [000] d... 577881.960783: sched_wakeup: comm=rcuos/3 pid=11 prio=120 success=1 target_cpu=002
          <idle>-0     [000] dNs. 577881.972772: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577881.972774: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 577882.139884: sched_wakeup: comm=rcuos/2 pid=10 prio=120 success=1 target_cpu=002
          <idle>-0     [000] dNs. 577882.161886: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577882.161889: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNh. 577882.478774: sched_wakeup: comm=goa-daemon pid=1835 prio=120 success=1 target_cpu=000
      goa-daemon-1835  [000] .... 577882.478801: sys_futex(uaddr: 17c1850, op: 1, val: 1, utime: 0, uaddr2: 31f02af3d2ccb0, val3: 17c1d10)
      goa-daemon-1835  [000] d... 577882.478808: sched_wakeup: comm=pool pid=1839 prio=120 success=1 target_cpu=002
      goa-daemon-1835  [000] .... 577882.478809: sys_futex -> 0x1
       rcu_sched-7     [000] d... 577882.484092: sched_wakeup: comm=rcuos/2 pid=10 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577882.487085: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577882.487089: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577882.638175: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577882.638178: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577882.661187: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577882.661189: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577883.139477: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577883.139482: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577883.181501: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577883.181503: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577883.640778: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577883.640784: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577883.848905: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
           <...>-8425  [000] dNs. 577883.925955: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
           <...>-8425  [000] d... 577883.926231: sched_wakeup: comm=uname pid=8426 prio=120 success=1 target_cpu=004
           <...>-8425  [000] d... 577883.927152: sched_wakeup_new: comm=sh pid=8428 prio=120 success=1 target_cpu=007
           <...>-8425  [000] d... 577883.927307: sched_wakeup_new: comm=sh pid=8429 prio=120 success=1 target_cpu=001
           <...>-8425  [000] d... 577883.927446: sched_wakeup_new: comm=sh pid=8431 prio=120 success=1 target_cpu=002
          <idle>-0     [000] dNs. 577883.927953: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=000
       rcu_sched-7     [000] d... 577883.927961: sched_wakeup: comm=rcuos/2 pid=10 prio=120 success=1 target_cpu=001
           <...>-8430  [000] d... 577883.930258: sched_wakeup_new: comm=sh pid=8434 prio=120 success=1 target_cpu=007
           <...>-8430  [000] d... 577883.930439: sched_wakeup_new: comm=sh pid=8435 prio=120 success=1 target_cpu=006
          <idle>-0     [000] dNs. 577883.930955: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=000
           <...>-8430  [000] .... 577883.931907: sched_process_exit: comm=sh pid=8430 prio=120
          <idle>-0     [000] dNs. 577883.933958: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577883.933961: sched_wakeup: comm=ksoftirqd/0 pid=3 prio=120 success=1 target_cpu=000
       rcu_sched-7     [000] d... 577883.933969: sched_wakeup: comm=rcuos/4 pid=12 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 577883.933971: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=005
       rcu_sched-7     [000] d... 577883.933974: sched_wakeup: comm=rcuos/6 pid=14 prio=120 success=1 target_cpu=000
         rcuos/6-14    [000] d... 577883.933986: sched_wakeup: comm=rcuos/7 pid=15 prio=120 success=1 target_cpu=001
           <...>-8433  [000] .... 577883.935584: sched_process_exit: comm=sh pid=8433 prio=120
          <idle>-0     [000] dNs. 577883.936959: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577883.936961: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/6-14    [000] d... 577883.945983: sched_wakeup: comm=rcuos/7 pid=15 prio=120 success=1 target_cpu=002
          <idle>-0     [000] dNh. 577883.949020: sched_wakeup: comm=gnome-shell pid=1799 prio=120 success=1 target_cpu=000
     gnome-shell-1799  [000] d.s. 577883.949971: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dN.. 577883.954458: sched_wakeup: comm=rcuos/6 pid=14 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577883.969979: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577883.969982: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/6-14    [000] d... 577883.976003: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=003
         rcuos/6-14    [000] d... 577883.981999: sched_wakeup: comm=rcuos/7 pid=15 prio=120 success=1 target_cpu=002
          <idle>-0     [000] dNs. 577883.999995: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577883.999997: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577884.138077: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577884.138080: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
